CLASS_NAME,DEPT,COURSE_NUM,COURSE_TOPIC,FULL_ID
Current Astronomical Topics,ASTR,8500,,Current Astronomical TopicsASTR8500
Supervised Research,ASTR,9995,,Supervised ResearchASTR9995
Non-Topical Research,ASTR,9999,,Non-Topical ResearchASTR9999
Research Ethics,BIMS,7100,,Research EthicsBIMS7100
Current Topics in Genome Sciences,BIMS,8030,,Current Topics in Genome SciencesBIMS8030
Recent Advances in Public Health Genomics,BIMS,8075,,Recent Advances in Public Health GenomicsBIMS8075
Topics in the Molecular Basis of Human Disease,BIMS,8132,,Topics in the Molecular Basis of Human DiseaseBIMS8132
MD/PhD Research in Progress Colloquium,BIMS,8172,,MD/PhD Research in Progress ColloquiumBIMS8172
Basics of Study Design and Practical Statistics,BIMS,8380,,Basics of Study Design and Practical StatisticsBIMS8380
Introduction to Biomedical Data Science,BIMS,8382,,Introduction to Biomedical Data ScienceBIMS8382
The Essentials of Translational Science,BIMS,8401,,The Essentials of Translational ScienceBIMS8401
Non-topical Research: Visiting Research Graduate Traineeship Program,BIMS,8993,,Non-topical Research: Visiting Research Graduate Traineeship ProgramBIMS8993
Topical Research: Research in Biomedical Sciences,BIMS,8995,,Topical Research: Research in Biomedical SciencesBIMS8995
Non-Topical Research,BIMS,9999,,Non-Topical ResearchBIMS9999
Recent Advances in Public Health Genomics,BIOC,5705,,Recent Advances in Public Health GenomicsBIOC5705
Chromatin I,BIOC,8012,,Chromatin IBIOC8012
Chromatin II,BIOC,8014,,Chromatin IIBIOC8014
Colloquium,BIOC,8131,,ColloquiumBIOC8131
Bioinformatics and Functional Analysis of Genomes,BIOC,8145,,Bioinformatics and Functional Analysis of GenomesBIOC8145
Biochemical Literature,BIOC,8151,,Biochemical LiteratureBIOC8151
Topical Research: Biochemistry and Molecular Genetics,BIOC,9995,,Topical Research: Biochemistry and Molecular GeneticsBIOC9995
Non-Topical Research,BIOC,9999,,Non-Topical ResearchBIOC9999
Introduction to Biology w/Laboratory: Organismal & Evolutionary Biology,BIOL,2200,,Introduction to Biology w/Laboratory: Organismal & Evolutionary BiologyBIOL2200
Cell Biology,BIOL,3000,,Cell BiologyBIOL3000
Genetics and Molecular Biology,BIOL,3010,,Genetics and Molecular BiologyBIOL3010
Evolution and Ecology,BIOL,3020,,Evolution and EcologyBIOL3020
Developmental and Regenerative Biology,BIOL,3040,,Developmental and Regenerative BiologyBIOL3040
Introduction to Plant Biology,BIOL,3180,,Introduction to Plant BiologyBIOL3180
Introduction to Immunology,BIOL,3240,,Introduction to ImmunologyBIOL3240
Introduction to Animal Behavior,BIOL,3250,,Introduction to Animal BehaviorBIOL3250
General Microbiology with Laboratory,BIOL,3270,,General Microbiology with LaboratoryBIOL3270
Human Anatomy and Physiology II,BIOL,3420,,Human Anatomy and Physiology IIBIOL3420
Functional Genomics Laboratory: Disease Mechanisms & Cures,BIOL,4005,,Functional Genomics Laboratory: Disease Mechanisms & CuresBIOL4005
Laboratory in Cell Biology,BIOL,4040,,Laboratory in Cell BiologyBIOL4040
Environmental Public Health,BIOL,4090,,Environmental Public HealthBIOL4090
Cellular Mechanisms,BIOL,4260,,Cellular MechanismsBIOL4260
The Genetic Basis of Behavior,BIOL,4280,,The Genetic Basis of BehaviorBIOL4280
Sensory Neurobiology,BIOL,4310,,Sensory NeurobiologyBIOL4310
Experimental Foundations of Neurobiology,BIOL,4340,,Experimental Foundations of NeurobiologyBIOL4340
Biological Therapy of Cancer,BIOL,4390,,Biological Therapy of CancerBIOL4390
New Course in Biology,BIOL,4559,Homeostasis: The Wisdom of the Body,New Course in BiologyBIOL4559Homeostasis: The Wisdom of the Body
Synthetic Biology,BIOL,4770,,Synthetic BiologyBIOL4770
Distinguished Major Seminar in Biological Research II,BIOL,4820,,Distinguished Major Seminar in Biological Research IIBIOL4820
Independent Readings in Biology,BIOL,4900,,Independent Readings in BiologyBIOL4900
Independent Research in the Life Sciences,BIOL,4910,,Independent Research in the Life SciencesBIOL4910
Independent Research in Biology,BIOL,4920,,Independent Research in BiologyBIOL4920
Distinguished Major Thesis Research,BIOL,4930,,Distinguished Major Thesis ResearchBIOL4930
Colloquium in Developmental Biology,BIOL,8010,,Colloquium in Developmental BiologyBIOL8010
Colloquium in Population Biology,BIOL,8070,,Colloquium in Population BiologyBIOL8070
Advanced Ecology and Evolution 4,BIOL,8084,,Advanced Ecology and Evolution 4BIOL8084
Communicating in Science,BIOL,8250,,Communicating in ScienceBIOL8250
Writing in Science: creating grant and research proposals,BIOL,8260,,Writing in Science: creating grant and research proposalsBIOL8260
Selected Topics in Physiology,BIOL,8840,,Selected Topics in PhysiologyBIOL8840
Non-Topical Research,BIOL,8999,,Non-Topical ResearchBIOL8999
Rotation Research,BIOL,9920,,Rotation ResearchBIOL9920
"Non-Topical Research, Preparation for Doctoral Research",BIOL,9998,,"Non-Topical Research, Preparation for Doctoral ResearchBIOL9998"
Non-Topical Research,BIOL,9999,,Non-Topical ResearchBIOL9999
Biophysical Literature,BIOP,5050,,Biophysical LiteratureBIOP5050
Directed Reading,BIOP,7051,,Directed ReadingBIOP7051
Macromolecular Crystallography I,BIOP,8020,,Macromolecular Crystallography IBIOP8020
Macromolecular Crystallography II,BIOP,8021,,Macromolecular Crystallography IIBIOP8021
Biophysical Principles I,BIOP,8201,,Biophysical Principles IBIOP8201
Biophysical Principles II,BIOP,8301,,Biophysical Principles IIBIOP8301
Biophysics Research,BIOP,9995,,Biophysics ResearchBIOP9995
Non-Topical Research,BIOP,9999,,Non-Topical ResearchBIOP9999
Special Topics,BME,1501,Clinical Applications of Biomedical Engineering,Special TopicsBME1501Clinical Applications of Biomedical Engineering
Special Topics,BME,1501,Agent Based Modeling,Special TopicsBME1501Agent Based Modeling
Special Topics,BME,1501,Innovation in Prosthetic Devices,Special TopicsBME1501Innovation in Prosthetic Devices
Biomedical Engineering Design and Discovery,BME,2000,,Biomedical Engineering Design and DiscoveryBME2000
Physiology I for Engineers,BME,2101,,Physiology I for EngineersBME2101
Physiology II,BME,2102,,Physiology IIBME2102
Cell and Molecular Biology for Engineers,BME,2104,,Cell and Molecular Biology for EngineersBME2104
Biomechanics,BME,2220,,BiomechanicsBME2220
Computational Biomedical Engineering,BME,2315,,Computational Biomedical EngineeringBME2315
Design and Innovation in Medicine,BME,3030,,Design and Innovation in MedicineBME3030
Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory II,BME,3090,,Biomedical Engineering Integrated Design and Experimental Analysis (IDEAS) Laboratory IIBME3090
Biotransport,BME,3240,,BiotransportBME3240
Biomedical Systems Analysis and Design,BME,3310,,Biomedical Systems Analysis and DesignBME3310
Neural Network Models of Cognition and Brain Computation,BME,3636,,Neural Network Models of Cognition and Brain ComputationBME3636
Biomedical Engineering Capstone Design II,BME,4064,,Biomedical Engineering Capstone Design IIBME4064
Tissue Engineering,BME,4417,,Tissue EngineeringBME4417
Special Topics in Biomedical Engineering,BME,4550,Quantitative Biological Reasoning,Special Topics in Biomedical EngineeringBME4550Quantitative Biological Reasoning
Special Topics in Biomedical Engineering,BME,4550,Molecular Data Science,Special Topics in Biomedical EngineeringBME4550Molecular Data Science
Special Topics in Biomedical Engineering,BME,4550,Biomedical Engineering Data Science,Special Topics in Biomedical EngineeringBME4550Biomedical Engineering Data Science
Medical Imaging Modalities,BME,4783,,Medical Imaging ModalitiesBME4783
Independent Study,BME,4993,,Independent StudyBME4993
Biomedical Engineering Advanced Projects,BME,4995,,Biomedical Engineering Advanced ProjectsBME4995
Design and Innovation in Medicine,BME,6030,,Design and Innovation in MedicineBME6030
Biomedical Innovation,BME,6060,,Biomedical InnovationBME6060
Engineering Physiology II,BME,6102,,Engineering Physiology IIBME6102
BME Measurement Principles,BME,6311,,BME Measurement PrinciplesBME6311
Special Topics in Biomedical Engineering,BME,6550,Tissue Engineering,Special Topics in Biomedical EngineeringBME6550Tissue Engineering
Special Topics in Biomedical Engineering,BME,6550,Molecular Data Science,Special Topics in Biomedical EngineeringBME6550Molecular Data Science
Quantitative Biological Reasonsing,BME,7370,,Quantitative Biological ReasonsingBME7370
Systems Bioengineering and Multi-Scale Models,BME,8315,,Systems Bioengineering and Multi-Scale ModelsBME8315
Advanced Magnetic Resonance Imaging,BME,8783,,Advanced Magnetic Resonance ImagingBME8783
Graduate Teaching Instruction,BME,8900,,Graduate Teaching InstructionBME8900
Master's Research,BME,8999,,Master's ResearchBME8999
Dissertation,BME,9999,,DissertationBME9999
Cyber Security Management,BUS,5010,,Cyber Security ManagementBUS5010
Security Policy Development and Assessment,BUS,5020,,Security Policy Development and AssessmentBUS5020
Applied Wireless Network Security,BUS,6000,,Applied Wireless Network SecurityBUS6000
College Arts Scholars Discussion,CASS,1011,,College Arts Scholars DiscussionCASS1011
Engineering Economic Analysis,CE,2020,,Engineering Economic AnalysisCE2020
Introduction to Environmental Engineering,CE,2100,,Introduction to Environmental EngineeringCE2100
Environmental Engineering Laboratory,CE,2110,,Environmental Engineering LaboratoryCE2110
Strength of Materials,CE,2310,,Strength of MaterialsCE2310
Introduction to Green Engineering,CE,3050,,Introduction to Green EngineeringCE3050
Solid Waste Management,CE,3120,,Solid Waste ManagementCE3120
Water Resources Engineering,CE,3220,,Water Resources EngineeringCE3220
Water Resources Engineering Workshop,CE,3222,,Water Resources Engineering WorkshopCE3222
Introduction to Design of Structural Systems,CE,3330,,Introduction to Design of Structural SystemsCE3330
Transportation Infrastructure Design,CE,3400,,Transportation Infrastructure DesignCE3400
Transportation Infrastructure Design Workshop,CE,3402,,Transportation Infrastructure Design WorkshopCE3402
Sustainability and Systems in the Built Environment,CE,4040,,Sustainability and Systems in the Built EnvironmentCE4040
Environmental Microbiology and Biological Waste Treatment,CE,4160,,Environmental Microbiology and Biological Waste TreatmentCE4160
Civil Engineering Design and Practice,CE,4991,,Civil Engineering Design and PracticeCE4991
Civil Engineering Research,CE,4995,,Civil Engineering ResearchCE4995
Ground-Water Hydrology and Contaminant Transport,CE,5240,,Ground-Water Hydrology and Contaminant TransportCE5240
Advanced Design of Metal Structures,CE,5300,,Advanced Design of Metal StructuresCE5300
Prestressed Concrete Design,CE,5310,,Prestressed Concrete DesignCE5310
Introduction to Transportation Planning,CE,5410,,Introduction to Transportation PlanningCE5410
Special Topics in Civil Engineering,CE,5500,Human Considerations In Smart Infrastructure,Special Topics in Civil EngineeringCE5500Human Considerations In Smart Infrastructure
Special Topics in Civil Engineering,CE,5500,Construction Estimating,Special Topics in Civil EngineeringCE5500Construction Estimating
Special Topics in Civil Engineering,CE,5500,Forest and Green Infrastructure Hydrology,Special Topics in Civil EngineeringCE5500Forest and Green Infrastructure Hydrology
Special Topics in Civil Engineering,CE,5500,,Special Topics in Civil EngineeringCE5500
Forefronts of Civil Engineering,CE,6000,,Forefronts of Civil EngineeringCE6000
Environmental Microbiology and Biological Waste Treatment,CE,6260,,Environmental Microbiology and Biological Waste TreatmentCE6260
Dynamics of Structures,CE,6370,,Dynamics of StructuresCE6370
Transportation Safety Engineering,CE,6450,,Transportation Safety EngineeringCE6450
Mechanics of Composite Materials,CE,6750,,Mechanics of Composite MaterialsCE6750
Supervised Project Research,CE,6995,,Supervised Project ResearchCE6995
Graduate Seminar,CE,7001,,Graduate SeminarCE7001
Special Topics in Civil Engineering,CE,7500,Micromechanics of Heterogeneous Media,Special Topics in Civil EngineeringCE7500Micromechanics of Heterogeneous Media
Independent Research in CE,CE,7993,,Independent Research in CECE7993
Graduate Teaching Instruction,CE,8001,,Graduate Teaching InstructionCE8001
Thesis,CE,8999,,ThesisCE8999
Dissertation,CE,9999,,DissertationCE9999
Journal Survey in Cell & Developmental Biology,CELL,5950,,Journal Survey in Cell & Developmental BiologyCELL5950
Introduction to Animal Development,CELL,8101,,Introduction to Animal DevelopmentCELL8101
Advanced Topics in Cell Biology,CELL,8301,,Advanced Topics in Cell BiologyCELL8301
Non-Topical Research,CELL,9999,,Non-Topical ResearchCELL9999
Thermodynamics,CHE,2202,,ThermodynamicsCHE2202
Modeling and Simulation in Chemical Engineering,CHE,2216,,Modeling and Simulation in Chemical EngineeringCHE2216
Chemical Reaction Engineering,CHE,3318,,Chemical Reaction EngineeringCHE3318
Transport Processes II: Heat and Mass Transfer,CHE,3322,,Transport Processes II: Heat and Mass TransferCHE3322
Biochemical Engineering,CHE,3347,,Biochemical EngineeringCHE3347
Chemical Engineering Laboratory I,CHE,3398,,Chemical Engineering Laboratory ICHE3398
Tissue Engineering,CHE,4417,,Tissue EngineeringCHE4417
Applied Surface Chemistry,CHE,4442,,Applied Surface ChemistryCHE4442
Bioproduct and Bioprocess Engineering,CHE,4456,,Bioproduct and Bioprocess EngineeringCHE4456
Chemical Engineering Design,CHE,4476,,Chemical Engineering DesignCHE4476
Special Topics in Chemical Engineering,CHE,4561,Environmental Transport Processes,Special Topics in Chemical EngineeringCHE4561Environmental Transport Processes
Special Topics in Chemical Engineering,CHE,4561,Data Science in Chemical Engineering,Special Topics in Chemical EngineeringCHE4561Data Science in Chemical Engineering
Special Topics in Chemical Engineering,CHE,4561,Fundamentals of Chemical Process Safety for ChE's,Special Topics in Chemical EngineeringCHE4561Fundamentals of Chemical Process Safety for ChE's
Chemical Engineering Research,CHE,4995,,Chemical Engineering ResearchCHE4995
Chemical Engineering Research,CHE,4995,Chem-E-Car,Chemical Engineering ResearchCHE4995Chem-E-Car
Bioproduct & Bioprocess Eng,CHE,5456,,Bioproduct & Bioprocess EngCHE5456
Special Topics in Chemical Engineering,CHE,5561,Environmental Transport Processes,Special Topics in Chemical EngineeringCHE5561Environmental Transport Processes
Special Topics in Chemical Engineering,CHE,5561,Data Science in Chemical Engineering,Special Topics in Chemical EngineeringCHE5561Data Science in Chemical Engineering
Special Topics in Chemical Engineering,CHE,5561,Fundamentals of Chemical Process Safety for ChE's,Special Topics in Chemical EngineeringCHE5561Fundamentals of Chemical Process Safety for ChE's
